Date_Read,Plate,Sample,SampleNum,Virus,PlateLayout,StartDil,DilFactor,Orientation,background,experiment_rep
2025.01.09,V2P1,85_1,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P1,85_2,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P1,85_4,3,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P2,85_6,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P2,86_1,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P2,86_2,3,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P3,86_4,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P3,86_6,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P3,85_3,3,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P4,87_4,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P4,85_7,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P4,85_8,3,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P5,86_7,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P5,86_8,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P5,86_9,3,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P6,86_10,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P6,86_12,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P6,87_7,3,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P7,87_8,1,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2025.01.09,V2P7,87_9,2,RSV B 1982,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
